programa,rango_ingreso,graduados,porcentaje
ADMINISTRACION DE MERCADEO Y VENTAS,Entre 4 y 6 SMMLV,9,14.75
ADMINISTRACION DE MERCADEO Y VENTAS,Entre 6 y 9 SMMLV,8,13.11
ADMINISTRACION DE MERCADEO Y VENTAS,"Entre 1,5 y 2,5 SMMLV",6,9.84
ADMINISTRACION DE MERCADEO Y VENTAS,Más de 9 SMMLV,6,9.84
"ADMINISTRACION DE MERCADEO, PUBLICIDAD Y VENTAS","Entre 1 y 1,5 SMMLV",63,29.44
"ADMINISTRACION DE MERCADEO, PUBLICIDAD Y VENTAS","Entre 2,5 y 4 SMMLV",55,25.7
"ADMINISTRACION DE MERCADEO, PUBLICIDAD Y VENTAS","Entre 1,5 y 2,5 SMMLV",31,14.49
"ADMINISTRACION DE MERCADEO, PUBLICIDAD Y VENTAS",Entre 4 y 6 SMMLV,28,13.08
"ADMINISTRACION DE MERCADEO, PUBLICIDAD Y VENTAS",Entre 6 y 9 SMMLV,15,7.01
"ADMINISTRACION DE MERCADEO, PUBLICIDAD Y VENTAS",Más de 9 SMMLV,14,6.54
"ADMINISTRACION DE MERCADEO, PUBLICIDAD Y VENTAS",1 SMMLV,8,3.74
ADMINISTRACION DE NEGOCIOS,"Entre 1 y 1,5 SMMLV",1761,25.83
ADMINISTRACION DE NEGOCIOS,"Entre 2,5 y 4 SMMLV",1526,22.38
ADMINISTRACION DE NEGOCIOS,"Entre 1,5 y 2,5 SMMLV",1394,20.45
ADMINISTRACION DE NEGOCIOS,Entre 4 y 6 SMMLV,794,11.65
ADMINISTRACION DE NEGOCIOS,Entre 6 y 9 SMMLV,527,7.73
ADMINISTRACION DE NEGOCIOS,Más de 9 SMMLV,451,6.61
ADMINISTRACION DE NEGOCIOS,1 SMMLV,365,5.35
ADMINISTRACION DE NEGOCIOS CON ENFASIS EN FINANZAS Y SEGUROS,"Entre 1 y 1,5 SMMLV",37,21.64
ADMINISTRACION DE NEGOCIOS CON ENFASIS EN FINANZAS Y SEGUROS,"Entre 2,5 y 4 SMMLV",31,18.13
ADMINISTRACION DE NEGOCIOS CON ENFASIS EN FINANZAS Y SEGUROS,Entre 6 y 9 SMMLV,27,15.79
ADMINISTRACION DE NEGOCIOS CON ENFASIS EN FINANZAS Y SEGUROS,Entre 4 y 6 SMMLV,24,14.04
ADMINISTRACION DE NEGOCIOS CON ENFASIS EN FINANZAS Y SEGUROS,"Entre 1,5 y 2,5 SMMLV",22,12.87
ADMINISTRACION DE NEGOCIOS CON ENFASIS EN FINANZAS Y SEGUROS,1 SMMLV,16,9.36
ADMINISTRACION DE NEGOCIOS CON ENFASIS EN FINANZAS Y SEGUROS,Más de 9 SMMLV,14,8.19
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,"Entre 1 y 1,5 SMMLV",3105,26.32
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,"Entre 1,5 y 2,5 SMMLV",2821,23.91
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,"Entre 2,5 y 4 SMMLV",2539,21.52
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,Entre 4 y 6 SMMLV,1216,10.31
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,1 SMMLV,861,7.3
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,Entre 6 y 9 SMMLV,688,5.83
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,Más de 9 SMMLV,568,4.81
ADMINISTRACION DE OBRAS CIVILES,"Entre 2,5 y 4 SMMLV",34,29.82
ADMINISTRACION DE OBRAS CIVILES,"Entre 1 y 1,5 SMMLV",25,21.93
ADMINISTRACION DE OBRAS CIVILES,Entre 4 y 6 SMMLV,19,16.67
ADMINISTRACION DE OBRAS CIVILES,"Entre 1,5 y 2,5 SMMLV",18,15.79
ADMINISTRACION DE OBRAS CIVILES,Entre 6 y 9 SMMLV,8,7.02
ADMINISTRACION DE OBRAS CIVILES,1 SMMLV,5,4.39
ADMINISTRACION DE OBRAS CIVILES,Más de 9 SMMLV,5,4.39
ADMINISTRACION DE OBRAS DE ARQUITECTURA,"Entre 1,5 y 2,5 SMMLV",6,42.86
ADMINISTRACION DE OBRAS DE ARQUITECTURA,Entre 4 y 6 SMMLV,3,21.43
ADMINISTRACION DE OBRAS DE ARQUITECTURA,"Entre 1 y 1,5 SMMLV",2,14.29
ADMINISTRACION DE OBRAS DE ARQUITECTURA,"Entre 2,5 y 4 SMMLV",2,14.29
ADMINISTRACION DE OBRAS DE ARQUITECTURA,1 SMMLV,1,7.14
ADMINISTRACION DE RECURSOS COSTEROS Y MARINOS,"Entre 1 y 1,5 SMMLV",10,40.0
ADMINISTRACION DE RECURSOS COSTEROS Y MARINOS,"Entre 1,5 y 2,5 SMMLV",4,16.0
ADMINISTRACION DE RECURSOS COSTEROS Y MARINOS,Entre 4 y 6 SMMLV,4,16.0
ADMINISTRACION DE RECURSOS COSTEROS Y MARINOS,"Entre 2,5 y 4 SMMLV",3,12.0
ADMINISTRACION DE RECURSOS COSTEROS Y MARINOS,1 SMMLV,2,8.0
ADMINISTRACION DE RECURSOS COSTEROS Y MARINOS,Entre 6 y 9 SMMLV,1,4.0
ADMINISTRACION DE RECURSOS COSTEROS Y MARINOS,Más de 9 SMMLV,1,4.0
"ADMINISTRACION DE RIESGOS, SEGURIDAD Y SALUD EN EL TRABAJO","Entre 1 y 1,5 SMMLV",1,100.0
ADMINISTRACION DE SERVICIOS DE SALUD,"Entre 1 y 1,5 SMMLV",1283,41.68
ADMINISTRACION DE SERVICIOS DE SALUD,"Entre 1,5 y 2,5 SMMLV",995,32.33
ADMINISTRACION DE SERVICIOS DE SALUD,"Entre 2,5 y 4 SMMLV",408,13.26
ADMINISTRACION DE SERVICIOS DE SALUD,1 SMMLV,269,8.74
ADMINISTRACION DE SERVICIOS DE SALUD,Entre 4 y 6 SMMLV,99,3.22
ADMINISTRACION DE SERVICIOS DE SALUD,Entre 6 y 9 SMMLV,17,0.55
ADMINISTRACION DE SERVICIOS DE SALUD,Más de 9 SMMLV,7,0.23
ADMINISTRACION DE SISTEMAS,"Entre 1 y 1,5 SMMLV",4,57.14
ADMINISTRACION DE SISTEMAS,"Entre 1,5 y 2,5 SMMLV",3,42.86
ADMINISTRACION DE SISTEMAS DE GESTION AMBIENTAL,"Entre 1,5 y 2,5 SMMLV",2,66.67
ADMINISTRACION DE SISTEMAS DE GESTION AMBIENTAL,Entre 4 y 6 SMMLV,1,33.33
ADMINISTRACION DE SISTEMAS DE INFORMACION,Entre 4 y 6 SMMLV,33,24.44
ADMINISTRACION DE SISTEMAS DE INFORMACION,"Entre 2,5 y 4 SMMLV",27,20.0
ADMINISTRACION DE SISTEMAS DE INFORMACION,Más de 9 SMMLV,26,19.26
ADMINISTRACION DE SISTEMAS DE INFORMACION,Entre 6 y 9 SMMLV,25,18.52
ADMINISTRACION DE SISTEMAS DE INFORMACION,"Entre 1 y 1,5 SMMLV",11,8.15
ADMINISTRACION DE SISTEMAS DE INFORMACION,"Entre 1,5 y 2,5 SMMLV",9,6.67
ADMINISTRACION DE SISTEMAS DE INFORMACION,1 SMMLV,4,2.96
ADMINISTRACION DE SISTEMAS INFORMATICOS,"Entre 2,5 y 4 SMMLV",244,28.05
ADMINISTRACION DE SISTEMAS INFORMATICOS,"Entre 1,5 y 2,5 SMMLV",151,17.36
ADMINISTRACION DE SISTEMAS INFORMATICOS,Entre 4 y 6 SMMLV,146,16.78
ADMINISTRACION DE SISTEMAS INFORMATICOS,"Entre 1 y 1,5 SMMLV",124,14.25
ADMINISTRACION DE SISTEMAS INFORMATICOS,Entre 6 y 9 SMMLV,101,11.61
ADMINISTRACION DE SISTEMAS INFORMATICOS,Más de 9 SMMLV,66,7.59
ADMINISTRACION DE SISTEMAS INFORMATICOS,1 SMMLV,38,4.37
ADMINISTRACION DEL COMERCIO INTERNACIONAL,"Entre 1,5 y 2,5 SMMLV",32,36.78
ADMINISTRACION DEL COMERCIO INTERNACIONAL,"Entre 1 y 1,5 SMMLV",29,33.33
ADMINISTRACION DEL COMERCIO INTERNACIONAL,"Entre 2,5 y 4 SMMLV",10,11.49
ADMINISTRACION DEL COMERCIO INTERNACIONAL,Entre 4 y 6 SMMLV,7,8.05
ADMINISTRACION DEL COMERCIO INTERNACIONAL,1 SMMLV,6,6.9
ADMINISTRACION DEL COMERCIO INTERNACIONAL,Entre 6 y 9 SMMLV,3,3.45
ADMINISTRACION DEL MEDIO AMBIENTE,"Entre 1 y 1,5 SMMLV",67,27.35
ADMINISTRACION DEL MEDIO AMBIENTE,"Entre 1,5 y 2,5 SMMLV",59,24.08
ADMINISTRACION DEL MEDIO AMBIENTE,"Entre 2,5 y 4 SMMLV",52,21.22
ADMINISTRACION DEL MEDIO AMBIENTE,Entre 4 y 6 SMMLV,28,11.43
ADMINISTRACION DEL MEDIO AMBIENTE,1 SMMLV,23,9.39
ADMINISTRACION DEL MEDIO AMBIENTE,Entre 6 y 9 SMMLV,12,4.9
ADMINISTRACION DEL MEDIO AMBIENTE,Más de 9 SMMLV,4,1.63
ADMINISTRACION DEL MEDIO AMBIENTE Y DE LOS RECURSOS NATURALES,"Entre 1 y 1,5 SMMLV",55,35.03
ADMINISTRACION DEL MEDIO AMBIENTE Y DE LOS RECURSOS NATURALES,"Entre 1,5 y 2,5 SMMLV",32,20.38
ADMINISTRACION DEL MEDIO AMBIENTE Y DE LOS RECURSOS NATURALES,"Entre 2,5 y 4 SMMLV",28,17.83
ADMINISTRACION DEL MEDIO AMBIENTE Y DE LOS RECURSOS NATURALES,Entre 4 y 6 SMMLV,21,13.38
ADMINISTRACION DEL MEDIO AMBIENTE Y DE LOS RECURSOS NATURALES,1 SMMLV,9,5.73
ADMINISTRACION DEL MEDIO AMBIENTE Y DE LOS RECURSOS NATURALES,Entre 6 y 9 SMMLV,8,5.1
ADMINISTRACION DEL MEDIO AMBIENTE Y DE LOS RECURSOS NATURALES,Más de 9 SMMLV,4,2.55
ADMINISTRACION DEL TURISMO SOSTENIBLE,"Entre 1,5 y 2,5 SMMLV",31,36.47
ADMINISTRACION DEL TURISMO SOSTENIBLE,"Entre 1 y 1,5 SMMLV",27,31.76
ADMINISTRACION DEL TURISMO SOSTENIBLE,1 SMMLV,16,18.82
ADMINISTRACION DEL TURISMO SOSTENIBLE,"Entre 2,5 y 4 SMMLV",8,9.41
ADMINISTRACION DEL TURISMO SOSTENIBLE,Entre 4 y 6 SMMLV,2,2.35
ADMINISTRACION DEL TURISMO SOSTENIBLE,Entre 6 y 9 SMMLV,1,1.18
ADMINISTRACION DEPORTIVA,"Entre 2,5 y 4 SMMLV",148,28.68
ADMINISTRACION DEPORTIVA,"Entre 1 y 1,5 SMMLV",123,23.84
ADMINISTRACION DEPORTIVA,"Entre 1,5 y 2,5 SMMLV",114,22.09
ADMINISTRACION DEPORTIVA,Entre 4 y 6 SMMLV,67,12.98
ADMINISTRACION DEPORTIVA,1 SMMLV,38,7.36
ADMINISTRACION DEPORTIVA,Entre 6 y 9 SMMLV,13,2.52
ADMINISTRACION DEPORTIVA,Más de 9 SMMLV,13,2.52
ADMINISTRACION EMPRESARIAL,"Entre 1,5 y 2,5 SMMLV",291,28.12
ADMINISTRACION EMPRESARIAL,"Entre 1 y 1,5 SMMLV",274,26.47
ADMINISTRACION EMPRESARIAL,"Entre 2,5 y 4 SMMLV",249,24.06
ADMINISTRACION EMPRESARIAL,Entre 4 y 6 SMMLV,107,10.34
ADMINISTRACION EMPRESARIAL,1 SMMLV,58,5.6
ADMINISTRACION EMPRESARIAL,Entre 6 y 9 SMMLV,37,3.57
ADMINISTRACION EMPRESARIAL,Más de 9 SMMLV,19,1.84
ADMINISTRACION EMPRESARIAL SECTORES PUBLICO Y PRIVADO,Más de 9 SMMLV,25,26.6
ADMINISTRACION EMPRESARIAL SECTORES PUBLICO Y PRIVADO,"Entre 1 y 1,5 SMMLV",22,23.4
ADMINISTRACION EMPRESARIAL SECTORES PUBLICO Y PRIVADO,Entre 6 y 9 SMMLV,19,20.21
ADMINISTRACION EMPRESARIAL SECTORES PUBLICO Y PRIVADO,"Entre 2,5 y 4 SMMLV",11,11.7
ADMINISTRACION EMPRESARIAL SECTORES PUBLICO Y PRIVADO,Entre 4 y 6 SMMLV,11,11.7
ADMINISTRACION EMPRESARIAL SECTORES PUBLICO Y PRIVADO,"Entre 1,5 y 2,5 SMMLV",5,5.32
ADMINISTRACION EMPRESARIAL SECTORES PUBLICO Y PRIVADO,1 SMMLV,1,1.06
ADMINISTRACION EMPRESAS AGROINDUSTRIALES,"Entre 2,5 y 4 SMMLV",5,71.43
ADMINISTRACION EMPRESAS AGROINDUSTRIALES,"Entre 1 y 1,5 SMMLV",1,14.29
ADMINISTRACION EMPRESAS AGROINDUSTRIALES,Entre 4 y 6 SMMLV,1,14.29
ADMINISTRACION EN DESARROLLO AGROINDUSTRIAL,"Entre 1,5 y 2,5 SMMLV",8,28.57
ADMINISTRACION EN DESARROLLO AGROINDUSTRIAL,"Entre 2,5 y 4 SMMLV",7,25.0
ADMINISTRACION EN DESARROLLO AGROINDUSTRIAL,Entre 4 y 6 SMMLV,6,21.43
ADMINISTRACION EN DESARROLLO AGROINDUSTRIAL,"Entre 1 y 1,5 SMMLV",4,14.29
ADMINISTRACION EN DESARROLLO AGROINDUSTRIAL,Entre 6 y 9 SMMLV,2,7.14
ADMINISTRACION EN DESARROLLO AGROINDUSTRIAL,1 SMMLV,1,3.57
ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,"Entre 1 y 1,5 SMMLV",386,41.64
ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,"Entre 1,5 y 2,5 SMMLV",252,27.18
ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,"Entre 2,5 y 4 SMMLV",147,15.86
ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,1 SMMLV,116,12.51
ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,Entre 4 y 6 SMMLV,20,2.16
ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,Entre 6 y 9 SMMLV,5,0.54
ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,Más de 9 SMMLV,1,0.11
ADMINISTRACION EN INFORMATICA,"Entre 1 y 1,5 SMMLV",13,25.49
ADMINISTRACION EN INFORMATICA,"Entre 2,5 y 4 SMMLV",10,19.61
ADMINISTRACION EN INFORMATICA,Entre 4 y 6 SMMLV,10,19.61
ADMINISTRACION EN INFORMATICA,Entre 6 y 9 SMMLV,10,19.61
ADMINISTRACION EN INFORMATICA,"Entre 1,5 y 2,5 SMMLV",8,15.69
ADMINISTRACION EN LOGISTICA Y PRODUCCION,Entre 4 y 6 SMMLV,88,28.3
ADMINISTRACION EN LOGISTICA Y PRODUCCION,"Entre 2,5 y 4 SMMLV",77,24.76
ADMINISTRACION EN LOGISTICA Y PRODUCCION,Entre 6 y 9 SMMLV,39,12.54
ADMINISTRACION EN LOGISTICA Y PRODUCCION,"Entre 1,5 y 2,5 SMMLV",34,10.93
ADMINISTRACION EN LOGISTICA Y PRODUCCION,"Entre 1 y 1,5 SMMLV",33,10.61
ADMINISTRACION EN LOGISTICA Y PRODUCCION,Más de 9 SMMLV,32,10.29
ADMINISTRACION EN LOGISTICA Y PRODUCCION,1 SMMLV,8,2.57
ADMINISTRACION EN MERCADEO Y LOGISTICA INTERNACIONALES,Más de 9 SMMLV,36,29.75
ADMINISTRACION EN MERCADEO Y LOGISTICA INTERNACIONALES,Entre 6 y 9 SMMLV,30,24.79
ADMINISTRACION EN MERCADEO Y LOGISTICA INTERNACIONALES,Entre 4 y 6 SMMLV,18,14.88
ADMINISTRACION EN MERCADEO Y LOGISTICA INTERNACIONALES,"Entre 1 y 1,5 SMMLV",14,11.57
ADMINISTRACION EN MERCADEO Y LOGISTICA INTERNACIONALES,"Entre 2,5 y 4 SMMLV",12,9.92
ADMINISTRACION EN MERCADEO Y LOGISTICA INTERNACIONALES,"Entre 1,5 y 2,5 SMMLV",8,6.61
ADMINISTRACION EN MERCADEO Y LOGISTICA INTERNACIONALES,1 SMMLV,3,2.48
ADMINISTRACION EN NEGOCIOS INTERNACIONALES,"Entre 2,5 y 4 SMMLV",51,38.64
ADMINISTRACION EN NEGOCIOS INTERNACIONALES,Entre 4 y 6 SMMLV,23,17.42
ADMINISTRACION EN NEGOCIOS INTERNACIONALES,"Entre 1,5 y 2,5 SMMLV",17,12.88
ADMINISTRACION EN NEGOCIOS INTERNACIONALES,"Entre 1 y 1,5 SMMLV",14,10.61
ADMINISTRACION EN NEGOCIOS INTERNACIONALES,Entre 6 y 9 SMMLV,14,10.61
ADMINISTRACION EN NEGOCIOS INTERNACIONALES,Más de 9 SMMLV,7,5.3
ADMINISTRACION EN NEGOCIOS INTERNACIONALES,1 SMMLV,6,4.55
ADMINISTRACION EN RECURSOS HUMANOS,"Entre 2,5 y 4 SMMLV",44,29.14
ADMINISTRACION EN RECURSOS HUMANOS,Entre 4 y 6 SMMLV,34,22.52
ADMINISTRACION EN RECURSOS HUMANOS,"Entre 1,5 y 2,5 SMMLV",23,15.23
ADMINISTRACION EN RECURSOS HUMANOS,"Entre 1 y 1,5 SMMLV",17,11.26
ADMINISTRACION EN RECURSOS HUMANOS,Entre 6 y 9 SMMLV,16,10.6
ADMINISTRACION EN RECURSOS HUMANOS,1 SMMLV,10,6.62
ADMINISTRACION EN RECURSOS HUMANOS,Más de 9 SMMLV,7,4.64
ADMINISTRACION EN SALUD,"Entre 1 y 1,5 SMMLV",986,45.06
ADMINISTRACION EN SALUD,"Entre 1,5 y 2,5 SMMLV",579,26.46
ADMINISTRACION EN SALUD,"Entre 2,5 y 4 SMMLV",280,12.8
ADMINISTRACION EN SALUD,1 SMMLV,251,11.47
ADMINISTRACION EN SALUD,Entre 4 y 6 SMMLV,65,2.97
ADMINISTRACION EN SALUD,Entre 6 y 9 SMMLV,23,1.05
ADMINISTRACION EN SALUD,Más de 9 SMMLV,4,0.18
ADMINISTRACION EN SALUD CON ENFASIS EN GESTION DE SERVICIOS DE SALUD,"Entre 2,5 y 4 SMMLV",5,55.56
ADMINISTRACION EN SALUD CON ENFASIS EN GESTION DE SERVICIOS DE SALUD,"Entre 1 y 1,5 SMMLV",1,11.11
ADMINISTRACION EN SALUD CON ENFASIS EN GESTION DE SERVICIOS DE SALUD,"Entre 1,5 y 2,5 SMMLV",1,11.11
ADMINISTRACION EN SALUD CON ENFASIS EN GESTION DE SERVICIOS DE SALUD,Entre 4 y 6 SMMLV,1,11.11
ADMINISTRACION EN SALUD CON ENFASIS EN GESTION DE SERVICIOS DE SALUD,Más de 9 SMMLV,1,11.11
ADMINISTRACION EN SALUD CON ENFASIS EN GESTION DE SERVICIOS EN SALUD,"Entre 2,5 y 4 SMMLV",7,36.84
ADMINISTRACION EN SALUD CON ENFASIS EN GESTION DE SERVICIOS EN SALUD,"Entre 1 y 1,5 SMMLV",4,21.05
ADMINISTRACION EN SALUD CON ENFASIS EN GESTION DE SERVICIOS EN SALUD,"Entre 1,5 y 2,5 SMMLV",4,21.05
ADMINISTRACION EN SALUD CON ENFASIS EN GESTION DE SERVICIOS EN SALUD,Entre 4 y 6 SMMLV,3,15.79
ADMINISTRACION EN SALUD CON ENFASIS EN GESTION DE SERVICIOS EN SALUD,1 SMMLV,1,5.26
ADMINISTRACION EN SALUD OCUPACIONAL,"Entre 1,5 y 2,5 SMMLV",5338,36.67
ADMINISTRACION EN SALUD OCUPACIONAL,"Entre 1 y 1,5 SMMLV",5010,34.41
ADMINISTRACION EN SALUD OCUPACIONAL,"Entre 2,5 y 4 SMMLV",2152,14.78
ADMINISTRACION EN SALUD OCUPACIONAL,1 SMMLV,1487,10.21
ADMINISTRACION EN SALUD OCUPACIONAL,Entre 4 y 6 SMMLV,432,2.97
ADMINISTRACION EN SALUD OCUPACIONAL,Entre 6 y 9 SMMLV,100,0.69
ADMINISTRACION EN SALUD OCUPACIONAL,Más de 9 SMMLV,39,0.27
ADMINISTRACION EN SALUD: ENFASIS EN GESTION DE SERVICIOS DE SALUD Y ENFASIS EN GESTION SANITARIA Y AMBIENTAL,"Entre 2,5 y 4 SMMLV",161,29.6
ADMINISTRACION EN SALUD: ENFASIS EN GESTION DE SERVICIOS DE SALUD Y ENFASIS EN GESTION SANITARIA Y AMBIENTAL,"Entre 1,5 y 2,5 SMMLV",147,27.02
ADMINISTRACION EN SALUD: ENFASIS EN GESTION DE SERVICIOS DE SALUD Y ENFASIS EN GESTION SANITARIA Y AMBIENTAL,"Entre 1 y 1,5 SMMLV",111,20.4
ADMINISTRACION EN SALUD: ENFASIS EN GESTION DE SERVICIOS DE SALUD Y ENFASIS EN GESTION SANITARIA Y AMBIENTAL,Entre 4 y 6 SMMLV,70,12.87
ADMINISTRACION EN SALUD: ENFASIS EN GESTION DE SERVICIOS DE SALUD Y ENFASIS EN GESTION SANITARIA Y AMBIENTAL,1 SMMLV,28,5.15
ADMINISTRACION EN SALUD: ENFASIS EN GESTION DE SERVICIOS DE SALUD Y ENFASIS EN GESTION SANITARIA Y AMBIENTAL,Entre 6 y 9 SMMLV,25,4.6
ADMINISTRACION EN SALUD: ENFASIS EN GESTION DE SERVICIOS DE SALUD Y ENFASIS EN GESTION SANITARIA Y AMBIENTAL,Más de 9 SMMLV,2,0.37
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,"Entre 1,5 y 2,5 SMMLV",205,39.96
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,"Entre 1 y 1,5 SMMLV",199,38.79
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,1 SMMLV,60,11.7
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,"Entre 2,5 y 4 SMMLV",44,8.58
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,Entre 4 y 6 SMMLV,5,0.97
ADMINISTRACION EN SERVICIOS DE SALUD,"Entre 1 y 1,5 SMMLV",6,54.55
ADMINISTRACION EN SERVICIOS DE SALUD,"Entre 1,5 y 2,5 SMMLV",2,18.18
ADMINISTRACION EN SERVICIOS DE SALUD,"Entre 2,5 y 4 SMMLV",2,18.18
ADMINISTRACION EN SERVICIOS DE SALUD,1 SMMLV,1,9.09
ADMINISTRACION FINANCIERA,"Entre 1,5 y 2,5 SMMLV",5173,29.74
ADMINISTRACION FINANCIERA,"Entre 1 y 1,5 SMMLV",4625,26.59
ADMINISTRACION FINANCIERA,"Entre 2,5 y 4 SMMLV",4356,25.05
ADMINISTRACION FINANCIERA,Entre 4 y 6 SMMLV,1549,8.91
ADMINISTRACION FINANCIERA,1 SMMLV,1006,5.78
ADMINISTRACION FINANCIERA,Entre 6 y 9 SMMLV,493,2.83
ADMINISTRACION FINANCIERA,Más de 9 SMMLV,190,1.09
ADMINISTRACION FINANCIERA Y DE SISTEMAS,"Entre 1 y 1,5 SMMLV",163,24.92
ADMINISTRACION FINANCIERA Y DE SISTEMAS,"Entre 2,5 y 4 SMMLV",161,24.62
ADMINISTRACION FINANCIERA Y DE SISTEMAS,"Entre 1,5 y 2,5 SMMLV",137,20.95
ADMINISTRACION FINANCIERA Y DE SISTEMAS,Entre 4 y 6 SMMLV,89,13.61
ADMINISTRACION FINANCIERA Y DE SISTEMAS,Entre 6 y 9 SMMLV,45,6.88
ADMINISTRACION FINANCIERA Y DE SISTEMAS,1 SMMLV,34,5.2
ADMINISTRACION FINANCIERA Y DE SISTEMAS,Más de 9 SMMLV,25,3.82
ADMINISTRACION HOTELERA,"Entre 1 y 1,5 SMMLV",3,27.27
ADMINISTRACION HOTELERA,"Entre 2,5 y 4 SMMLV",3,27.27
ADMINISTRACION HOTELERA,"Entre 1,5 y 2,5 SMMLV",2,18.18
ADMINISTRACION HOTELERA,Entre 4 y 6 SMMLV,2,18.18
ADMINISTRACION HOTELERA,Más de 9 SMMLV,1,9.09
ADMINISTRACION HOTELERA Y DE SERVICIOS,"Entre 1,5 y 2,5 SMMLV",22,42.31
ADMINISTRACION HOTELERA Y DE SERVICIOS,"Entre 1 y 1,5 SMMLV",18,34.62
ADMINISTRACION HOTELERA Y DE SERVICIOS,1 SMMLV,7,13.46
ADMINISTRACION HOTELERA Y DE SERVICIOS,"Entre 2,5 y 4 SMMLV",2,3.85
ADMINISTRACION HOTELERA Y DE SERVICIOS,Entre 4 y 6 SMMLV,2,3.85
ADMINISTRACION HOTELERA Y DE SERVICIOS,Entre 6 y 9 SMMLV,1,1.92
ADMINISTRACION HOTELERA Y TURISTICA,"Entre 1 y 1,5 SMMLV",29,29.59
ADMINISTRACION HOTELERA Y TURISTICA,"Entre 2,5 y 4 SMMLV",25,25.51
ADMINISTRACION HOTELERA Y TURISTICA,"Entre 1,5 y 2,5 SMMLV",19,19.39
ADMINISTRACION HOTELERA Y TURISTICA,Entre 4 y 6 SMMLV,12,12.24
ADMINISTRACION HOTELERA Y TURISTICA,1 SMMLV,5,5.1
ADMINISTRACION HOTELERA Y TURISTICA,Más de 9 SMMLV,5,5.1
ADMINISTRACION HOTELERA Y TURISTICA,Entre 6 y 9 SMMLV,3,3.06
ADMINISTRACION HUMANA,"Entre 2,5 y 4 SMMLV",124,35.43
ADMINISTRACION HUMANA,"Entre 1,5 y 2,5 SMMLV",111,31.71
ADMINISTRACION HUMANA,"Entre 1 y 1,5 SMMLV",44,12.57
ADMINISTRACION HUMANA,Entre 4 y 6 SMMLV,40,11.43
ADMINISTRACION HUMANA,Entre 6 y 9 SMMLV,18,5.14
ADMINISTRACION HUMANA,1 SMMLV,10,2.86
ADMINISTRACION HUMANA,Más de 9 SMMLV,3,0.86
ADMINISTRACION INDUSTRIAL,"Entre 1,5 y 2,5 SMMLV",351,29.57
ADMINISTRACION INDUSTRIAL,"Entre 1 y 1,5 SMMLV",306,25.78
ADMINISTRACION INDUSTRIAL,"Entre 2,5 y 4 SMMLV",272,22.91
ADMINISTRACION INDUSTRIAL,Entre 4 y 6 SMMLV,121,10.19
ADMINISTRACION INDUSTRIAL,1 SMMLV,75,6.32
ADMINISTRACION INDUSTRIAL,Entre 6 y 9 SMMLV,46,3.88
ADMINISTRACION INDUSTRIAL,Más de 9 SMMLV,16,1.35
ADMINISTRACION INFORMATICA,"Entre 1 y 1,5 SMMLV",21,34.43
ADMINISTRACION INFORMATICA,"Entre 2,5 y 4 SMMLV",12,19.67
ADMINISTRACION INFORMATICA,"Entre 1,5 y 2,5 SMMLV",11,18.03
ADMINISTRACION INFORMATICA,Entre 4 y 6 SMMLV,8,13.11
ADMINISTRACION INFORMATICA,Entre 6 y 9 SMMLV,5,8.2
ADMINISTRACION INFORMATICA,1 SMMLV,3,4.92
ADMINISTRACION INFORMATICA,Más de 9 SMMLV,1,1.64
ADMINISTRACION INTEGRAL DE RIESGOS DE SEGURIDAD Y SALUD EN EL TRABAJO,"Entre 1,5 y 2,5 SMMLV",347,38.56
ADMINISTRACION INTEGRAL DE RIESGOS DE SEGURIDAD Y SALUD EN EL TRABAJO,"Entre 1 y 1,5 SMMLV",314,34.89
ADMINISTRACION INTEGRAL DE RIESGOS DE SEGURIDAD Y SALUD EN EL TRABAJO,"Entre 2,5 y 4 SMMLV",110,12.22
ADMINISTRACION INTEGRAL DE RIESGOS DE SEGURIDAD Y SALUD EN EL TRABAJO,1 SMMLV,104,11.56
ADMINISTRACION INTEGRAL DE RIESGOS DE SEGURIDAD Y SALUD EN EL TRABAJO,Entre 4 y 6 SMMLV,21,2.33
ADMINISTRACION INTEGRAL DE RIESGOS DE SEGURIDAD Y SALUD EN EL TRABAJO,Entre 6 y 9 SMMLV,2,0.22
